"Freq","Cumul","relative","phastCons","Type","GeneSet"
2,7490,0.289356770330307,"0.433999985456467","exons","Universal"
2,7492,0.289434035155495,"0.435000002384186","exons","Universal"
3,7495,0.289549932393278,"0.435999989509583","exons","Universal"
3,7498,0.28966582963106,"0.437000006437302","exons","Universal"
5,7503,0.289858991694031,"0.439000010490417","exons","Universal"
4,7507,0.290013521344408,"0.439999997615814","exons","Universal"
3,7510,0.29012941858219,"0.441000014543533","exons","Universal"
3,7513,0.290245315819973,"0.44200000166893","exons","Universal"
4,7517,0.29039984547035,"0.442999988794327","exons","Universal"
3,7520,0.290515742708132,"0.444999992847443","exons","Universal"
3,7523,0.290631639945915,"0.446000009775162","exons","Universal"
5,7528,0.290824802008885,"0.446999996900558","exons","Universal"
4,7532,0.290979331659262,"0.448000013828278","exons","Universal"
2,7534,0.29105659648445,"0.449000000953674","exons","Universal"
1,7535,0.291095228897045,"0.449999988079071","exons","Universal"
3,7538,0.291211126134827,"0.45100000500679","exons","Universal"
5,7543,0.291404288197798,"0.451999992132187","exons","Universal"
1,7544,0.291442920610392,"0.453000009059906","exons","Universal"
5,7549,0.291636082673363,"0.453999996185303","exons","Universal"
3,7552,0.291751979911145,"0.455000013113022","exons","Universal"
1,7553,0.29179061232374,"0.456000000238419","exons","Universal"
4,7557,0.291945141974116,"0.456999987363815","exons","Universal"
2,7559,0.292022406799305,"0.458000004291534","exons","Universal"
1,7560,0.292061039211899,"0.458999991416931","exons","Universal"
1,7561,0.292099671624493,"0.46000000834465","exons","Universal"
4,7565,0.29225420127487,"0.460999995470047","exons","Universal"
6,7571,0.292485995750435,"0.462000012397766","exons","Universal"
3,7574,0.292601892988217,"0.462999999523163","exons","Universal"
2,7576,0.292679157813405,"0.465000003576279","exons","Universal"
5,7581,0.292872319876376,"0.465999990701675","exons","Universal"
2,7583,0.292949584701565,"0.467000007629395","exons","Universal"
3,7586,0.293065481939347,"0.467999994754791","exons","Universal"
